,Longitude,Latitude,xm,ym,zm_depth,zm,xkm,ykm,zkm,dem_m,date,mean_tds_t,var_tds_t,sigma_tds_t,mean_tds,sigma_tds,mean_temp_t,var_temp_t,sigma_temp_t,mean_temp,sigma_temp,mean_res_t,var_res_t,sigma_res_t,mean_res,sigma_res,mean_por_t,var_por_t,sigma_por_t,mean_por,sigma_por,mean_bicarb,var_bicarb,sigma_bicarb
130442,-120.8818491682,35.9562405454,-79.4481472294,-228.608611529,458.3605499267578,-320.0,-79.4481472294,-228.608611529,-0.32,138.36,2017.667,7.45464,0.1268,0.356,1728.0,677.0,0.3689,0.05244,0.229,44.2,11.9,2.31664,0.06777,0.26,10.1,2.8,-1.1157,0.0108,0.1039,0.3277,0.0343,0.3985,0.0408,0.202
66163,-120.8974644376,35.9578158484,-80.8532701287,-228.4203934544,231.7323303222656,30.0,-80.8532701287,-228.4203934544,0.03,261.73,2017.667,6.17366,0.18085,0.425,480.0,234.0,0.06965,0.06321,0.251,27.2,9.1,3.2622,0.09281,0.305,26.1,8.5,-1.1075,0.0121,0.11,0.3304,0.0367,0.4528,0.042,0.2049
252947,-120.9130797069,36.0224032728,-82.1909079897,-221.231147135,114.8744659423828,10.0,-82.1909079897,-221.231147135,0.01,124.87,2017.667,6.82639,0.17183,0.415,922.0,435.0,0.07042,0.06501,0.255,27.2,9.3,2.8345,0.08745,0.296,17.0,5.4,-1.0995,0.0139,0.1179,0.333,0.0397,0.4495,0.0595,0.2439
256353,-120.909609647,36.0239785758,-81.8768807555,-221.0591265327,85.4300537109375,50.0,-81.8768807555,-221.0591265327,0.05,135.43,2017.667,7.02576,0.16894,0.411,1125.0,525.0,0.03886,0.06618,0.257,25.7,9.0,2.71195,0.08744,0.296,15.1,4.8,-1.0874,0.0141,0.1187,0.3371,0.0405,0.4628,0.0506,0.2249
124204,-120.84020845,35.9625417575,-75.6905200248,-227.9426097563,540.9455108642578,-330.0,-75.6905200248,-227.9426097563,-0.33,210.95,2017.667,8.31291,0.17799,0.422,4076.0,1967.0,0.35572,0.05959,0.244,43.3,12.8,1.74249,0.09009,0.3,5.7,1.8,-1.0977,0.0119,0.1091,0.3336,0.0367,0.3345,0.0612,0.2474
397993,-120.7829524625,35.9530899393,-70.5413849312,-229.0368755878,622.6572265625,-240.0,-70.5413849312,-229.0368755878,-0.24,382.66,2017.667,8.19077,0.2816,0.531,3607.0,2368.0,0.36373,0.06692,0.259,43.8,14.0,1.81164,0.13589,0.369,6.1,2.5,-1.0933,0.0137,0.117,0.3351,0.0396,0.3168,0.0714,0.2672
243636,-120.8801141383,36.0082255455,-79.2382209586,-222.834415559,96.76847839355467,50.0,-79.2382209586,-222.834415559,0.05,146.77,2017.667,7.50512,0.14691,0.383,1817.0,778.0,0.02622,0.06532,0.256,25.1,8.8,2.40088,0.07729,0.278,11.0,3.3,-1.096,0.0129,0.1136,0.3342,0.0383,0.3989,0.0502,0.2241
386370,-120.7760123428,35.9452134241,-69.9232803176,-229.9171066861,954.2468872070312,-640.0,-69.9232803176,-229.9171066861,-0.64,314.25,2017.667,9.37332,0.4177,0.646,11770.0,10443.0,0.69991,0.07264,0.27,69.9,22.3,0.89798,0.19385,0.44,2.5,1.3,-1.1189,0.0158,0.1257,0.3266,0.0415,0.113,0.1107,0.3327
268699,-120.8124479713,35.8885025149,-73.2602590136,-236.1901158076,667.4519653320312,-420.0,-73.2602590136,-236.1901158076,-0.42,247.45,2017.667,7.87146,0.31425,0.561,2621.0,1864.0,0.45336,0.06706,0.259,49.9,15.7,1.98406,0.1506,0.388,7.3,3.2,-1.0877,0.0141,0.1187,0.337,0.0404,0.3399,0.069,0.2627
335017,-120.8159180311,35.9436381211,-73.5204373733,-230.0619356422,968.5286560058594,-630.0,-73.5204373733,-230.0619356422,-0.63,338.53,2017.667,9.13521,0.35996,0.6,9276.0,7310.0,0.66839,0.06669,0.258,67.1,20.3,1.067,0.16847,0.41,2.9,1.4,-1.1208,0.0133,0.1153,0.326,0.038,0.1238,0.0933,0.3055
42401,-120.8384734201,35.940487515,-75.5558933935,-230.3942357514,489.9976501464844,-260.0,-75.5558933935,-230.3942357514,-0.26,230.0,2017.667,8.30539,0.12134,0.348,4046.0,1544.0,0.34572,0.03729,0.193,42.7,9.0,1.72121,0.06172,0.248,5.6,1.5,-1.0651,0.0111,0.1054,0.3447,0.0366,0.3003,0.0628,0.2506
323059,-120.8211231209,35.9247344847,-74.0076338711,-232.1580765583,643.4548034667969,-330.0,-74.0076338711,-232.1580765583,-0.33,313.45,2017.667,8.46986,0.19654,0.443,4769.0,2452.0,0.45634,0.05548,0.236,50.2,13.8,1.55241,0.09777,0.313,4.7,1.6,-1.0561,0.0122,0.1105,0.3478,0.0388,0.2299,0.059,0.2429
375796,-120.7985677319,35.937336909,-71.9629772329,-230.7753144382,577.2136840820312,-270.0,-71.9629772329,-230.7753144382,-0.27,307.21,2017.667,8.5229,0.22694,0.476,5029.0,2843.0,0.40408,0.06463,0.254,46.5,14.4,1.55987,0.11168,0.334,4.8,1.7,-1.0728,0.0129,0.1136,0.342,0.0392,0.2795,0.0686,0.2619
173666,-120.8610288091,35.9940478182,-77.5342889905,-224.4253900614,848.5514678955078,-620.0,-77.5342889905,-224.4253900614,-0.62,228.55,2017.667,9.58532,0.43543,0.66,14550.0,13361.0,0.64026,0.06714,0.259,64.6,19.7,0.77115,0.20095,0.448,2.2,1.1,-1.1145,0.0159,0.1261,0.3281,0.0419,0.0647,0.1167,0.3416
201618,-120.8679689288,36.0034996364,-78.1496042918,-223.369562663,804.4577789306641,-550.0,-78.1496042918,-223.369562663,-0.55,254.46,2017.667,9.13738,0.26522,0.515,9296.0,5850.0,0.56213,0.06188,0.249,58.2,17.0,1.13995,0.12908,0.359,3.1,1.2,-1.1825,0.013,0.114,0.3065,0.0353,0.0737,0.0534,0.2311
359264,-120.7708072531,35.9121320604,-69.484163147,-233.5962700742,687.1528625488281,-350.0,-69.484163147,-233.5962700742,-0.35,337.15,2017.667,8.10981,0.33887,0.582,3327.0,2503.0,0.41642,0.06814,0.261,47.4,15.2,1.84476,0.16161,0.402,6.3,2.9,-1.0944,0.0144,0.12,0.3347,0.0406,0.318,0.0712,0.2668
334984,-120.819388091,35.9436381211,-73.8331084622,-230.0592390197,478.2387390136719,-150.0,-73.8331084622,-230.0592390197,-0.15,328.24,2017.667,7.91786,0.20726,0.455,2746.0,1462.0,0.28221,0.06181,0.249,38.7,11.9,2.04674,0.10296,0.321,7.7,2.7,-1.1301,0.0122,0.1105,0.323,0.036,0.3265,0.0703,0.2651
262897,-120.8350033603,35.8900778179,-75.2925358348,-235.9974338801,274.0273132324219,-120.0,-75.2925358348,-235.9974338801,-0.12,154.03,2017.667,7.25665,0.24665,0.497,1417.0,848.0,0.26928,0.06576,0.256,37.9,12.3,2.54212,0.12004,0.346,12.7,4.8,-1.2057,0.0133,0.1153,0.2995,0.0349,0.3779,0.0706,0.2657
443274,-120.817653061,35.9625417575,-73.6586597007,-227.9603751878,484.2557678222656,-220.0,-73.6586597007,-227.9603751878,-0.22,264.26,2017.667,8.22427,0.24962,0.5,3730.0,2250.0,0.29434,0.0633,0.252,39.4,12.3,1.83488,0.12178,0.349,6.3,2.4,-1.1169,0.013,0.114,0.3273,0.0377,0.3247,0.0704,0.2653
144442,-120.8506186296,35.9578158484,-76.6330111657,-228.4593011999,632.6145935058594,-450.0,-76.6330111657,-228.4593011999,-0.45,182.61,2017.667,8.59082,0.10624,0.326,5382.0,1900.0,0.53578,0.04611,0.215,56.1,13.5,1.44134,0.05842,0.242,4.2,1.1,-1.1003,0.0107,0.1034,0.3328,0.0347,0.0593,0.0195,0.1396
167883,-120.8714389887,35.986171303,-78.479726825,-225.2919280556,286.1534118652344,-130.0,-78.479726825,-225.2919280556,-0.13,156.15,2017.667,7.82797,0.19457,0.441,2510.0,1282.0,0.18689,0.06185,0.249,33.2,10.5,2.14906,0.09614,0.31,8.6,2.9,-1.1399,0.0126,0.1122,0.3199,0.0362,0.3312,0.068,0.2608
307444,-120.8072428815,35.9200085756,-72.7611122247,-232.6938645257,447.8318481445313,-150.0,-72.7611122247,-232.6938645257,-0.15,297.83,2017.667,7.39227,0.24544,0.495,1623.0,968.0,0.28739,0.06074,0.246,39.0,11.9,2.41562,0.11921,0.345,11.2,4.2,-1.1642,0.0131,0.1145,0.3122,0.0361,0.3647,0.071,0.2665
408850,-120.7933626421,35.9656923636,-71.4675685606,-227.6289280394,617.9290466308594,-210.0,-71.4675685606,-227.6289280394,-0.21,407.93,2017.667,8.1034,0.28227,0.531,3306.0,2174.0,0.32751,0.0664,0.258,41.5,13.3,1.89249,0.13621,0.369,6.6,2.7,-1.1055,0.0137,0.117,0.331,0.0391,0.3279,0.0713,0.267
196815,-120.8523536595,36.0098008485,-76.7373912077,-222.6822283218,289.4026184082031,20.0,-76.7373912077,-222.6822283218,0.02,309.4,2017.667,7.65559,0.26662,0.516,2112.0,1334.0,0.15512,0.06569,0.256,31.5,10.5,2.27091,0.12915,0.359,9.7,3.8,-1.1347,0.0132,0.1149,0.3215,0.0373,0.3431,0.0696,0.2638
70154,-120.9130797069,35.9656923636,-82.2515907698,-227.5318755424,832.3203125,-560.0,-82.2515907698,-227.5318755424,-0.56,272.32,2017.667,8.34431,0.22091,0.47,4206.0,2336.0,0.46724,0.06504,0.255,50.9,15.7,1.7101,0.1105,0.332,5.5,2.0,-1.1124,0.0122,0.1105,0.3288,0.0366,0.4339,0.0449,0.2119
394914,-120.7846874925,35.9499393332,-70.7005988885,-229.3856195357,564.7821655273438,-250.0,-70.7005988885,-229.3856195357,-0.25,314.78,2017.667,8.27412,0.26968,0.519,3921.0,2496.0,0.37663,0.06658,0.258,44.7,14.2,1.74778,0.13056,0.361,5.7,2.3,-1.0884,0.0136,0.1166,0.3368,0.0397,0.3089,0.0709,0.2663
39993,-120.84020845,35.9357616059,-75.7168882112,-230.9178994226,310.98663330078125,-40.0,-75.7168882112,-230.9178994226,-0.04,270.99,2017.667,7.10827,0.07516,0.274,1222.0,354.0,0.11271,0.03759,0.194,29.3,6.4,2.67622,0.0404,0.201,14.5,3.0,-1.2025,0.0095,0.0975,0.3004,0.0295,0.2831,0.0534,0.2311
273419,-120.819388091,35.8822013028,-73.8921000017,-236.8847737057,517.6307373046875,-200.0,-73.8921000017,-236.8847737057,-0.2,317.63,2017.667,7.43132,0.30157,0.549,1688.0,1164.0,0.30486,0.06685,0.259,40.1,13.0,2.38567,0.14483,0.381,10.9,4.6,-1.1643,0.0142,0.1192,0.3121,0.0376,0.3734,0.072,0.2683
83598,-120.8853192281,35.9719935757,-79.7444215388,-226.8555202022,715.7259674072266,-580.0,-79.7444215388,-226.8555202022,-0.58,135.73,2017.667,8.82597,0.11889,0.345,6809.0,2567.0,0.52524,0.05993,0.245,55.3,15.9,1.38926,0.0669,0.259,4.0,1.1,-1.1735,0.0116,0.1077,0.3093,0.0336,0.2773,0.0206,0.1435
263820,-120.8332683304,35.893228424,-75.1330152174,-235.6487876969,812.6138153076172,-610.0,-75.1330152174,-235.6487876969,-0.61,202.61,2017.667,8.49327,0.18551,0.431,4882.0,2418.0,0.57524,0.0663,0.257,59.2,18.1,1.54414,0.0951,0.308,4.7,1.6,-1.0983,0.0134,0.1158,0.3334,0.039,0.341,0.0387,0.1967
428465,-120.8020377917,35.9467887272,-72.2667908305,-229.7225731795,332.9354553222656,-80.0,-72.2667908305,-229.7225731795,-0.08,252.94,2017.667,7.42978,0.23297,0.483,1685.0,970.0,0.23206,0.06419,0.253,35.8,11.5,2.42691,0.11411,0.338,11.3,4.2,-1.1887,0.0128,0.1131,0.3046,0.0348,0.3493,0.069,0.2627
200881,-120.8697039588,36.0019243333,-78.3074229421,-223.5431529069,872.1984252929688,-630.0,-78.3074229421,-223.5431529069,-0.63,242.2,2017.667,9.49864,0.37169,0.61,13342.0,10780.0,0.61245,0.06547,0.256,62.3,18.8,0.85279,0.17427,0.417,2.3,1.1,-1.1357,0.0145,0.1204,0.3212,0.0391,0.0651,0.0905,0.3008
74167,-120.909609647,35.9735688787,-81.9306161589,-226.6597908011,352.27964782714844,-120.0,-81.9306161589,-226.6597908011,-0.12,232.28,2017.667,7.19203,0.20687,0.455,1329.0,706.0,0.15247,0.06439,0.254,31.4,10.3,2.58199,0.10298,0.321,13.2,4.6,-1.1514,0.0124,0.1114,0.3162,0.0355,0.3387,0.0655,0.2559
74085,-120.9078746171,35.9735688787,-81.7743428366,-226.6612887307,341.29278564453125,-130.0,-81.7743428366,-226.6612887307,-0.13,211.29,2017.667,7.22564,0.20293,0.45,1374.0,721.0,0.15992,0.0642,0.253,31.8,10.4,2.5605,0.10119,0.318,12.9,4.4,-1.1562,0.0123,0.1109,0.3147,0.0352,0.3375,0.0661,0.2571
218253,-120.8679689288,36.0287044849,-78.1239662752,-220.5691919915,428.7972106933594,-250.0,-78.1239662752,-220.5691919915,-0.25,178.8,2017.667,8.89139,0.16386,0.405,7269.0,3329.0,0.39452,0.06776,0.26,45.9,14.7,1.34515,0.08401,0.29,3.8,1.2,-1.1211,0.013,0.114,0.3259,0.0375,0.2044,0.0615,0.248
130229,-120.8801141383,35.9546652423,-79.2934629849,-228.7850810302,158.30738830566406,-20.0,-79.2934629849,-228.7850810302,-0.02,138.31,2017.667,6.70121,0.12277,0.35,813.0,313.0,0.1164,0.05029,0.224,29.5,8.1,2.89298,0.06573,0.256,18.0,4.9,-1.1411,0.0108,0.1039,0.3195,0.0335,0.2788,0.0391,0.1977
305562,-120.8159180311,35.9168579695,-73.5460429965,-233.0371996487,680.0118713378906,-340.0,-73.5460429965,-233.0371996487,-0.34,340.01,2017.667,8.3398,0.23252,0.482,4187.0,2406.0,0.45789,0.06094,0.247,50.3,14.8,1.6498,0.11404,0.338,5.2,1.9,-1.0646,0.0127,0.1127,0.3449,0.0392,0.2708,0.0632,0.2514
210517,-120.8506186296,36.0224032728,-76.5686279077,-221.283443548,165.45416259765625,150.0,-76.5686279077,-221.283443548,0.15,315.45,2017.667,7.18665,0.20682,0.455,1322.0,703.0,0.02094,0.06799,0.261,24.9,9.0,2.61865,0.10352,0.322,13.7,4.8,-1.1081,0.0137,0.117,0.3302,0.039,0.4075,0.062,0.249
89962,-120.8939943777,35.9908972121,-80.5060009903,-224.7479556382,251.86398315429688,-120.0,-80.5060009903,-224.7479556382,-0.12,131.86,2017.667,7.50577,0.174,0.417,1819.0,865.0,0.13749,0.06294,0.251,30.6,9.9,2.37259,0.08776,0.296,10.7,3.4,-1.1361,0.0123,0.1109,0.3211,0.0359,0.3298,0.066,0.2569
190839,-120.8384734201,36.0003490303,-75.4970737413,-223.7435069518,902.684814453125,-610.0,-75.4970737413,-223.7435069518,-0.61,292.68,2017.667,9.73046,0.55993,0.748,16822.0,19282.0,0.67949,0.07372,0.272,68.1,22.0,0.65062,0.25389,0.504,1.9,1.2,-1.102,0.0208,0.1442,0.3322,0.0487,0.0488,0.1714,0.414
33796,-120.8610288091,35.9326109998,-77.5962801544,-231.251096042,625.8653106689453,-450.0,-77.5962801544,-231.251096042,-0.45,175.87,2017.667,8.66015,0.1415,0.376,5768.0,2414.0,0.46815,0.05409,0.233,51.0,13.8,1.42045,0.07535,0.274,4.1,1.2,-1.0616,0.0111,0.1054,0.3459,0.0367,0.1869,0.0259,0.1609
17209,-120.8488835997,35.9152826665,-76.5190158781,-233.186124161,411.6421051025391,-270.0,-76.5190158781,-233.186124161,-0.27,141.64,2017.667,7.62617,0.17772,0.422,2051.0,989.0,0.38273,0.06272,0.25,45.1,13.7,2.17891,0.08974,0.3,8.8,2.8,-1.0972,0.0125,0.1118,0.3338,0.0377,0.3554,0.0695,0.2636
275982,-120.8280632406,35.8900778179,-74.6667588702,-236.0029224974,711.3403015136719,-490.0,-74.6667588702,-236.0029224974,-0.49,221.34,2017.667,7.97355,0.26719,0.517,2903.0,1836.0,0.516,0.0661,0.257,54.6,16.8,1.88507,0.13006,0.361,6.6,2.6,-1.0761,0.0137,0.117,0.3409,0.0403,0.3348,0.0603,0.2456
382965,-120.772542283,35.938912212,-69.6163190395,-230.6197297752,211.8350524902344,140.0,-69.6163190395,-230.6197297752,0.14,351.84,2017.667,6.63028,0.17464,0.418,758.0,361.0,0.05628,0.06809,0.261,26.5,9.4,2.97989,0.08801,0.297,19.7,6.2,-1.128,0.0137,0.117,0.3237,0.0383,0.4161,0.0685,0.2617
372885,-120.7968327019,35.9294603938,-71.813983519,-231.6517107003,559.8176879882812,-220.0,-71.813983519,-231.6517107003,-0.22,339.82,2017.667,8.10689,0.2814,0.53,3317.0,2177.0,0.34448,0.06476,0.254,42.6,13.4,1.88295,0.13586,0.369,6.6,2.7,-1.1046,0.0137,0.117,0.3313,0.0392,0.3268,0.072,0.2683
336956,-120.7968327019,35.8837766058,-71.856641405,-236.7271000314,129.73458862304688,130.0,-71.856641405,-236.7271000314,0.13,259.73,2017.667,6.22773,0.17397,0.417,507.0,241.0,0.04169,0.06741,0.26,25.8,9.2,3.22519,0.09311,0.305,25.2,8.2,-1.1098,0.0152,0.1233,0.3296,0.0411,0.3815,0.0697,0.264
357469,-120.7829524625,35.9058308483,-70.5847456794,-234.2873543933,792.1812133789062,-480.0,-70.5847456794,-234.2873543933,-0.48,312.18,2017.667,8.55222,0.30288,0.55,5178.0,3583.0,0.49283,0.06757,0.26,52.8,16.6,1.51306,0.14594,0.382,4.5,1.9,-1.0825,0.0141,0.1187,0.3387,0.0407,0.2748,0.0633,0.2516
224543,-120.8818491682,36.030279788,-79.3716322099,-220.3826387469,745.6398010253906,-530.0,-79.3716322099,-220.3826387469,-0.53,215.64,2017.667,9.4321,0.39922,0.632,12483.0,10676.0,0.61992,0.07248,0.269,62.9,20.2,0.90535,0.18726,0.433,2.5,1.2,-1.1434,0.0159,0.1261,0.3187,0.0407,0.1002,0.0981,0.3132
90432,-120.8957294076,35.9830206969,-80.6705072828,-225.6215801739,408.8999938964844,-280.0,-80.6705072828,-225.6215801739,-0.28,128.9,2017.667,7.41891,0.16774,0.41,1667.0,775.0,0.29092,0.06237,0.25,39.2,12.1,2.39875,0.0851,0.292,11.0,3.4,-1.1533,0.0126,0.1122,0.3156,0.0358,0.4115,0.0577,0.2402
351751,-120.7968327019,35.9089814543,-71.8331061603,-233.9269019678,420.286865234375,-150.0,-71.8331061603,-233.9269019678,-0.15,270.29,2017.667,7.41812,0.2384,0.488,1666.0,974.0,0.25949,0.0651,0.255,37.3,12.0,2.42769,0.1165,0.341,11.3,4.2,-1.1883,0.0136,0.1166,0.3047,0.0359,0.3697,0.0711,0.2666
201493,-120.864498869,36.0034996364,-77.8371780469,-223.3724172767,400.2303009033203,-180.0,-77.8371780469,-223.3724172767,-0.18,220.23,2017.667,7.63994,0.1626,0.403,2080.0,948.0,0.30174,0.06067,0.246,39.9,12.1,2.24517,0.08166,0.286,9.4,2.9,-1.1514,0.0125,0.1118,0.3162,0.0357,0.3841,0.0625,0.25
77681,-120.9061395872,35.9798700909,-81.6113782675,-225.9627091603,778.4832611083984,-620.0,-81.6113782675,-225.9627091603,-0.62,158.48,2017.667,8.8326,0.16761,0.409,6854.0,3184.0,0.50409,0.0645,0.254,53.7,16.3,1.39822,0.08754,0.296,4.0,1.3,-1.1662,0.012,0.1095,0.3115,0.0344,0.3288,0.0335,0.183
310191,-120.817653061,35.9247344847,-73.6948859631,-232.1607795671,494.896728515625,-220.0,-73.6948859631,-232.1607795671,-0.22,274.9,2017.667,8.07589,0.23715,0.487,3216.0,1873.0,0.35021,0.0597,0.244,42.9,12.7,1.90055,0.11579,0.34,6.7,2.5,-1.1033,0.0132,0.1149,0.3318,0.0385,0.3301,0.0714,0.2672
119761,-120.8471485697,35.9515146363,-76.3266541786,-229.1621702127,419.4395294189453,-210.0,-76.3266541786,-229.1621702127,-0.21,209.44,2017.667,8.107,0.17104,0.414,3318.0,1561.0,0.29238,0.04301,0.207,39.3,9.3,1.91402,0.08474,0.291,6.8,2.1,-1.1147,0.0124,0.1114,0.328,0.0369,0.3465,0.0662,0.2573
363724,-120.7673371932,35.9294603938,-69.1557808227,-231.673638975,732.3713684082031,-300.0,-69.1557808227,-231.673638975,-0.3,432.37,2017.667,8.32036,0.3215,0.567,4107.0,2970.0,0.43003,0.06802,0.261,48.3,15.4,1.6965,0.15387,0.392,5.5,2.4,-1.0908,0.0142,0.1192,0.3359,0.0405,0.2945,0.0703,0.2651
293346,-120.8245931807,35.9168579695,-74.3279927752,-233.0304342796,486.8459777832031,-190.0,-74.3279927752,-233.0304342796,-0.19,296.85,2017.667,7.69333,0.24978,0.5,2194.0,1324.0,0.32173,0.06109,0.247,41.1,12.5,2.17978,0.12154,0.349,8.8,3.4,-1.1276,0.013,0.114,0.3238,0.0373,0.3513,0.0717,0.2678
357444,-120.7777473728,35.9089814543,-70.1126354231,-233.9411890854,222.8152770996093,80.0,-70.1126354231,-233.9411890854,0.08,302.82,2017.667,6.57755,0.18142,0.426,719.0,351.0,0.07896,0.06766,0.26,27.6,9.7,2.997,0.09213,0.304,20.0,6.5,-1.1232,0.0136,0.1166,0.3252,0.0383,0.3924,0.0688,0.2623
241754,-120.9165497667,36.0113761515,-82.515100281,-222.4532899742,267.4463195800781,-140.0,-82.515100281,-222.4532899742,-0.14,127.45,2017.667,7.59804,0.24199,0.492,1994.0,1178.0,0.15546,0.05958,0.244,31.5,9.8,2.31146,0.1174,0.343,10.1,3.8,-1.1332,0.0142,0.1192,0.322,0.0388,0.3655,0.0715,0.2674
55263,-120.8853192281,35.938912212,-79.7787428933,-230.5308753186,753.2405700683594,-430.0,-79.7787428933,-230.5308753186,-0.43,323.24,2017.667,7.65349,0.19398,0.44,2108.0,1075.0,0.44657,0.06205,0.249,49.5,14.8,2.10642,0.09831,0.314,8.2,2.8,-1.056,0.0115,0.1072,0.3478,0.0376,0.3489,0.0489,0.2211
247532,-120.8835841982,36.0113761515,-79.5473651169,-222.4814650837,20.00404357910156,130.0,-79.5473651169,-222.4814650837,0.13,150.0,2017.667,6.80704,0.15974,0.4,904.0,408.0,-0.04428,0.06618,0.257,21.9,8.0,2.90093,0.08481,0.291,18.2,5.6,-1.0916,0.0143,0.1196,0.3357,0.0406,0.5281,0.0407,0.2017
349935,-120.7898925822,35.9058308483,-71.210397073,-234.2821645898,845.9295959472656,-490.0,-71.210397073,-234.2821645898,-0.49,355.93,2017.667,8.62051,0.28268,0.532,5544.0,3650.0,0.50304,0.06701,0.259,53.6,16.7,1.46202,0.13711,0.37,4.3,1.8,-1.0802,0.0139,0.1179,0.3395,0.0404,0.2675,0.0596,0.2441
349843,-120.7898925822,35.9042555452,-71.211855222,-234.4571779655,947.7189025878906,-600.0,-71.211855222,-234.4571779655,-0.6,347.72,2017.667,9.09307,0.20424,0.452,8893.0,4689.0,0.5664,0.06759,0.26,58.5,18.1,1.14277,0.10286,0.321,3.1,1.1,-1.1076,0.0138,0.1175,0.3304,0.0392,0.2182,0.0466,0.2159
377842,-120.7985677319,35.940487515,-71.9600288489,-230.4252810832,435.3134765625,-60.0,-71.9600288489,-230.4252810832,-0.06,375.31,2017.667,7.22332,0.22671,0.476,1371.0,775.0,0.21621,0.06456,0.254,34.9,11.3,2.58451,0.11135,0.334,13.3,4.8,-1.2109,0.0129,0.1136,0.2979,0.0342,0.363,0.0686,0.2619
50721,-120.8679689288,35.9483640302,-78.2056861932,-229.4952358982,628.5479431152344,-490.0,-78.2056861932,-229.4952358982,-0.49,138.55,2017.667,9.02381,0.13538,0.368,8298.0,3381.0,1.05902,0.02003,0.142,109.5,15.1,1.05705,0.06796,0.261,2.9,0.8,-1.1614,0.0114,0.1068,0.313,0.0337,0.315,0.0269,0.164
314347,-120.8454135398,35.9168579695,-76.2046696925,-233.0139054708,115.1175537109375,30.0,-76.2046696925,-233.0139054708,0.03,145.12,2017.667,6.95356,0.14219,0.377,1047.0,439.0,0.12961,0.06269,0.25,30.2,9.8,2.76963,0.07467,0.273,16.0,4.6,-1.1777,0.0115,0.1072,0.308,0.0333,0.3713,0.0575,0.2398
436431,-120.8350033603,35.9578158484,-75.2262539694,-228.4718070543,817.7558135986328,-610.0,-75.2262539694,-228.4718070543,-0.61,207.76,2017.667,8.67181,0.18421,0.429,5836.0,2878.0,0.62785,0.06064,0.246,63.6,18.2,1.41496,0.09493,0.308,4.1,1.4,-1.1735,0.0122,0.1105,0.3093,0.0345,0.105,0.0312,0.1766
339372,-120.8020377917,35.8869272119,-72.3230528254,-236.3731198134,275.2765808105469,-10.0,-72.3230528254,-236.3731198134,-0.01,265.28,2017.667,6.80173,0.18676,0.432,899.0,447.0,0.14315,0.0671,0.259,30.9,10.5,2.85911,0.09431,0.307,17.4,5.8,-1.1673,0.0131,0.1145,0.3112,0.036,0.3915,0.0693,0.2632
195483,-120.8575587493,36.0082255455,-77.2075757972,-222.8530251496,614.4474487304688,-340.0,-77.2075757972,-222.8530251496,-0.34,274.45,2017.667,9.04183,0.15698,0.396,8449.0,3768.0,0.45411,0.06243,0.25,50.0,15.0,1.2148,0.08154,0.286,3.4,1.0,-1.1388,0.0125,0.1118,0.3202,0.0361,0.089,0.0422,0.2054
386193,-120.7708072531,35.9436381211,-69.4557044069,-230.0959503304,284.4314270019531,20.0,-69.4557044069,-230.0959503304,0.02,304.43,2017.667,7.45943,0.20088,0.448,1736.0,905.0,0.18139,0.06786,0.26,32.9,11.2,2.43093,0.09937,0.315,11.4,3.9,-1.1884,0.0137,0.117,0.3047,0.036,0.3697,0.0701,0.2648
279849,-120.8280632406,35.9026802422,-74.6545300468,-234.60282741,173.87002563476562,110.0,-74.6545300468,-234.60282741,0.11,283.87,2017.667,6.56656,0.1942,0.441,711.0,363.0,0.08195,0.06514,0.255,27.8,9.5,3.00638,0.09753,0.312,20.2,6.8,-1.1204,0.0129,0.1136,0.3261,0.0374,0.4189,0.0664,0.2577
470735,-120.817653061,35.9924725151,-73.6299800238,-224.6349909888,493.059326171875,-200.0,-73.6299800238,-224.6349909888,-0.2,293.06,2017.667,7.49714,0.16294,0.404,1803.0,823.0,0.30882,0.06499,0.255,40.3,12.8,2.3073,0.07984,0.283,10.0,3.0,-1.1222,0.0122,0.1105,0.3256,0.0363,0.3517,0.0632,0.2514
29375,-120.8766440785,35.9326109998,-79.0034950763,-231.2381997989,372.6966552734375,-110.0,-79.0034950763,-231.2381997989,-0.11,262.7,2017.667,7.18295,0.17694,0.421,1317.0,633.0,0.19508,0.06124,0.247,33.7,10.5,2.63176,0.09019,0.3,13.9,4.5,-1.2477,0.0114,0.1068,0.2872,0.0309,0.2981,0.0592,0.2433
466150,-120.8211231209,35.987746606,-73.9470001025,-225.1573545818,221.8167419433593,120.0,-73.9470001025,-225.1573545818,0.12,341.82,2017.667,7.26474,0.1857,0.431,1429.0,708.0,0.06991,0.06513,0.255,27.2,9.3,2.56628,0.09187,0.303,13.0,4.2,-1.1552,0.0124,0.1114,0.315,0.0354,0.3241,0.0601,0.2452
437367,-120.8263282107,35.9609664545,-74.4416703982,-228.1286180586,356.1154022216797,-160.0,-74.4416703982,-228.1286180586,-0.16,196.12,2017.667,7.93919,0.19743,0.444,2805.0,1446.0,0.23005,0.0621,0.249,35.6,11.2,2.08079,0.09858,0.314,8.0,2.7,-1.179,0.012,0.1095,0.3076,0.034,0.2925,0.0657,0.2563
321125,-120.8211231209,35.9231591816,-74.0091496872,-232.333091369,498.0091552734375,-230.0,-74.0091496872,-232.333091369,-0.23,268.01,2017.667,8.08698,0.22313,0.472,3252.0,1818.0,0.36161,0.0575,0.24,43.7,12.6,1.88436,0.10923,0.33,6.6,2.4,-1.0969,0.013,0.114,0.3339,0.0384,0.3286,0.071,0.2665
